round	clue_value	daily_double_value	category	comments	question	answer	air_date	notes
1	200	0	POP MUSIC		Learning that her ex had become engaged to another woman inspired her to write "Someone Like You", a No.1 hit in 2011	Adele	2024-07-05	
1	400	0	POP MUSIC		This duo's albums include "Sounds of Silence" & "The Concert in Central Park\"	Simon and Garfunkel	2024-07-05	
1	600	0	POP MUSIC		Gospel singer Merry Clayton sang, "Rape, murder, it's just a shot away" on this Rolling Stones song that reflected the unrest of 1969	\"Gimme Shelter\"	2024-07-05	
1	800	0	POP MUSIC		\"Might Delete Later" is a 2024 mixtape from this rapper, first name Jermaine	J. Cole	2024-07-05	
1	1000	0	POP MUSIC		\"Creep" was a single from "CrazySexyCool", a 1994 album by this trio	TLC	2024-07-05	
1	200	0	LAYERS		In dating strata or layers of rock, this pretty basic principle is called the law of superposition	older stuff's on the bottom (lower layers are older than the ones up above)	2024-07-05	
1	400	0	LAYERS		In painting your masterpiece, it's "fat over lean": each successive layer should have a higher content of this standard medium	oil	2024-07-05	
1	600	0	LAYERS		Protecting soil & becoming nutrients, a forest layer alliteratively named this "litter" is actually all kinds of tree droppings	leaf litter	2024-07-05	
1	800	0	LAYERS		The layered hair of this Austro-French woman was not a chic bob but a heap of tresses including wigs colored with turmeric	Marie Antoinette	2024-07-05	
1	1000	0	LAYERS		When layering clothing, the closest to your skin pulls moisture away, called this action in the outdoor fabric wear world	wicking	2024-07-05	
1	200	0	LET'S TALK ABOUT CAKE		A classic New York one of these uses cream cheese & Graham cracker crust; it should be cooked in a water bath too	cheesecake	2024-07-05	
1	400	0	LET'S TALK ABOUT CAKE		The name of this ring-shaped cake pan is a trademark of Nordic Ware, which added a "T" to a German word	Bundt	2024-07-05	
1	600	0	LET'S TALK ABOUT CAKE		King cake is a tradition of this holiday & is often decorated in purple, gold & green, the holiday's traditional colors	Mardi Gras	2024-07-05	
1	800	0	LET'S TALK ABOUT CAKE		This cake became a little cheaper & a lot more vivid when Adams Extract suggested using its red food color in the recipe	red velvet cake	2024-07-05	
1	1000	0	LET'S TALK ABOUT CAKE		Literally French for "melting", it's a creamy, sugary paste used in cake- & candy-making	fondant	2024-07-05	
2	400	0	TREATIES		The United States never ratified this treaty that officially went into effect January 10, 1920	the Treaty of Versailles	2024-07-05	
2	800	0	TREATIES		Waitangi Day in New Zealand commemorates the signing of a treaty between the British crown & this indigenous people	the Maori	2024-07-05	
2	1200	0	TREATIES		An 1881 treaty established the boundary between Chile & Argentina in this southern archipelago	Tierra del Fuego	2024-07-05	
2	1600	2000	TREATIES		Theodore Roosevelt won a Nobel Peace Prize for helping to negotiate the Treaty of Portsmouth, ending a war between these 2 countries	Russia & Japan	2024-07-05	
2	2000	0	TREATIES		Under the 1898 Treaty of Paris that ended the Spanish-American War, Spain ceded Guam & these 2 "P"roperties	Philippines & Puerto Rico	2024-07-05	
2	400	0	TV "B"-RUNS		The title restaurant of this Fox animated series sits next to It's Your Funeral Home & Crematorium	Bob's Burgers	2024-07-05	
2	800	0	TV "B"-RUNS		After accepting the role of NYC police commissioner on this series, Tom Selleck was going to shave off his mustache but CBS said it was fine	Blue Bloods	2024-07-05	
2	1200	0	TV "B"-RUNS		Its theme song began, "Our whole universe was in a hot, dense state then nearly 14 billion years ago expansion started\"	The Big Bang Theory	2024-07-05	
2	1600	0	TV "B"-RUNS		Alice Pearce won an Emmy for Best Supporting Actress for playing nosy neighbor Gladys Kravitz on this sitcom	Bewitched	2024-07-05	
2	2000	0	TV "B"-RUNS		During the summer of 1972, reruns of this long-running Western were shown under the title "Ponderosa\"	Bonanza	2024-07-05	
2	400	0	HEALTH & MEDICINE		Nuts, whole grains, fruits & veggies, & maybe a serving of Metamucil are all ways to get to the recommended 25-30 grams of this a day	fiber	2024-07-05	
2	800	0	HEALTH & MEDICINE		November is awareness month for both lung cancer & the group of inflammatory lung diseases known by these 4 initials	COPD	2024-07-05	
2	1200	0	HEALTH & MEDICINE		The name of this mental health condition refers to the cycle of extreme highs & lows that can last from weeks to months	manic-depression (bipolar)	2024-07-05	
2	1600	0	HEALTH & MEDICINE		At menopause estrogen levels drop, which can lead to bone loss & a higher risk for this fragile bone condition	osteoporosis	2024-07-05	
2	2000	0	HEALTH & MEDICINE		Pinkeye is an inflammation of this membrane that covers the surface of the eyeballs & lines the insides of the eyelids	the conjunctiva	2024-07-05	
2	400	0	MIDWESTERNERS		This "Peanuts" vendor got early exposure with weekly comics in the Minneapolis "Tribune" & St. Paul "Pioneer Press\"	Schulz	2024-07-05	
2	800	0	MIDWESTERNERS		This bow-tied popcorn mogul grew up on an Indiana farm & died in his Jacuzzi in California	(Orville) Redenbacher	2024-07-05	
2	1200	0	MIDWESTERNERS		The first purpose-built women's soccer stadium houses the NWSL's Kansas City Current, founded by her	Brittany Mahomes	2024-07-05	
2	1600	0	MIDWESTERNERS		Each episode of this show salutes "our program's co-founder", Chicago giant of public radio "Mr. Torey Malatia\"	This American Life	2024-07-05	
2	2000	0	MIDWESTERNERS		In 2023 this Iowa-born techie behind the Mosaic & Netscape browsers posted an inspiring or scary "Techno-Optimist Manifesto\"	Marc Andreessen	2024-07-05	
2	400	0	EMOTIONAL WORDS?		Angostura makes varieties of this bar-friendly liquid that looks like the plural form of a resentful word	bitters	2024-07-05	
2	800	0	EMOTIONAL WORDS?		This compound word referring to someone who spoils things for others doesn't refer to an actual murder	a killjoy	2024-07-05	
2	1200	2000	EMOTIONAL WORDS?		This slang term for an unethical lawyer starts with a bashful word	a shyster	2024-07-05	
2	1600	0	EMOTIONAL WORDS?		Found before a certain "membrane" in the body, this word ends with a bit of fear	tympanic	2024-07-05	
2	2000	0	EMOTIONAL WORDS?		Meaning a lucky coincidence, this 11-letter word coined by Horace Walpole ends with a word of sympathetic sorrow	serendipity	2024-07-05	
2	400	0	THEY WROTE FOR SPORTS ILLUSTRATED		With some seriously out-of-the-box thinking on covering the 1956 MLB All-Star Game, S.I. got this venerable poet from New England	Robert Frost	2024-07-05	
2	800	0	THEY WROTE FOR SPORTS ILLUSTRATED		In 1962 Jimmy Breslin noted, "Basically, the trouble with" this new Major League team "is the way they play baseball\"	the Mets	2024-07-05	
2	1200	0	THEY WROTE FOR SPORTS ILLUSTRATED		Fresh off an early novel titled this, where football players try to go, Don DeLillo wrote a piece on gambling	the End Zone	2024-07-05	
2	1600	0	THEY WROTE FOR SPORTS ILLUSTRATED		Perhaps telling readers how to adjust their big shoulders, this American poet offered some putting tips in 1954	Carl Sandburg	2024-07-05	
2	2000	0	THEY WROTE FOR SPORTS ILLUSTRATED		Famous for novels about an ex-basketball star, he combined his love for hoops with pictures by Walter Iooss in 1972	Updike	2024-07-05	
3	0	0	WORLD LANGUAGES		The flag of Aruba features a 4-pointed star symbolizing its 4 major languages: the local Papiamento & these 3 imported ones	Dutch, English & Spanish	2024-07-05	
1	200	0	THE SOLAR SYSTEM		Due to their composition, Jovian planets like Jupiter & Saturn are called these "giants\"	gas	2024-07-08	
1	400	0	THE SOLAR SYSTEM		The photosphere is the surface of this as seen from Earth	the Sun	2024-07-08	
1	600	0	THE SOLAR SYSTEM		Chiron, which shares properties of a comet & an asteroid, is this type of "object" named for the type of creature Chiron was in myth	a centaur	2024-07-08	
1	800	0	THE SOLAR SYSTEM		In 1959 the Russian space probe Luna 3 took the first photos of this hidden hemisphere	the dark side of the Moon (the far side)	2024-07-08	
1	1000	2200	THE SOLAR SYSTEM		Once called the largest asteroid in our solar system, it was reclassified as a dwarf planet in 2006	Ceres	2024-07-08	
1	200	0	TRUCK & TRUCKIN' SONGS		Del Reeves sang about a trucker infatuated with a "girl on" one of these outdoor signs	a billboard	2024-07-08	
1	400	0	TRUCK & TRUCKIN' SONGS		Not sure what Rhett Akins drove, but it wasn't a 4x4 from this brand because "that ain't my truck" in his girl's driveway	a Chevy	2024-07-08	
1	600	0	TRUCK & TRUCKIN' SONGS		Kathy Mattea sang about a driver coming home from his last trucking run with "18 wheels &" one of these numeric bouquets	a dozen roses	2024-07-08	
1	800	0	TRUCK & TRUCKIN' SONGS		The longtime CMA Awards co-hosts have truck songs: Brad Paisley's "Mud On The Tires" & her 2023 "Out Of That Truck\"	Carrie Underwood	2024-07-08	
1	1000	0	TRUCK & TRUCKIN' SONGS		The title of this C.W. McCall song refers to a group of trucks all moving together; ain't she a beautiful sight?	\"Convoy\"	2024-07-08	
1	200	0	THE SPANISH ANIMAL		A pretty flutterer: la mariposa	a butterfly	2024-07-08	
1	400	0	THE SPANISH ANIMAL		Anagram this: ATUN	tuna	2024-07-08	
1	600	0	THE SPANISH ANIMAL		Maybe a mako: el tiburón	a shark	2024-07-08	
1	800	0	THE SPANISH ANIMAL		A hunter's favorite: el venado	a deer	2024-07-08	
1	1000	0	THE SPANISH ANIMAL		A flier: el cuervo	the crow	2024-07-08	
1	200	0	SAMUEL BECKETT		Born in Foxrock, a suburb of Dublin, Beckett attended this nearby college & later taught there	Trinity College	2024-07-08	
1	400	0	SAMUEL BECKETT		A left-arm medium-paced bowler, Beckett claimed to play a "gritty defense" in this sport	cricket	2024-07-08	
1	600	0	SAMUEL BECKETT		In 2013 people couldn't wait to see "Waiting for Godot" with Ian McKellen as Estragon & him as Vladimir; Broadway made it so	Stewart	2024-07-08	
1	800	0	SAMUEL BECKETT		Beckett received the Croix de Guerre after joining this as an expat in Paris in 1940; his group had the name Gloria SMH	the French Resistance	2024-07-08	
1	1000	0	SAMUEL BECKETT		Beckett used the phrase "Fallor, ergo sum" in a poem about this 17th century Frenchman	René Descartes	2024-07-08	
1	200	0	ENDGAME		In this game, used as a metaphor in Beckett's "Endgame", I forgot to use the Schlechter Defense against the Danish Gambit; I'm toast	chess	2024-07-08	
1	400	0	ENDGAME		You own all utilities, railroads & properties & your family is seething at your sheer ruthlessness in this game	Monopoly	2024-07-08	
1	600	0	ENDGAME		The turn gave me 3 of a kind & now the river makes it 4... everyone's all-in & I'm feelin' pretty good about my chances in this game	Texas hold 'em	2024-07-08	
1	800	0	ENDGAME		Sub-Zero is on the ropes, & Sonya has been told to "Finish him!!" in this video game franchise; Sonya shall indeed finish him	Mortal Kombat	2024-07-08	
1	1000	0	ENDGAME		I yelled the name of the game to indicate how many cards I had left, & my next play will end things	Uno	2024-07-08	
1	200	0	WAITING FOR...		this actor as I've managed to arrange an interview; hope my tape recorder works	(Russell) Crowe	2024-07-08	
1	400	0	WAITING FOR...		some of this from Nestlé or Pillsbury; mom always said not to eat it raw, but now it's sold in edible form	cookie dough	2024-07-08	
1	600	0	WAITING FOR...		Denis Coleman; he's going to tell me how he got this big 3-letter job at Goldman Sachs managing cash flow & such	CFO	2024-07-08	
1	800	0	WAITING FOR...		the bus out of this run-down city area, also the name of a metal band fronted by Sebastian Bach	Skid Row	2024-07-08	
1	1000	0	WAITING FOR...		this fictional Belgian detective with a head "exactly the shape of an egg\"	Poirot	2024-07-08	
2	400	0	20th CENTURY AMERICA		In December 1955 these 2 leading labor federations formally merged, with a combined membership of 15 million	AFL & CIO	2024-07-08	
2	800	0	20th CENTURY AMERICA		Drew's great aunt, she gave a great performance on Broadway in 1905 as Nora Helmer in "A Doll's House\"	Ethel Barrymore	2024-07-08	
2	1200	0	20th CENTURY AMERICA		In 1968, just 2 months prior to his own assassination, he attended the funeral of Martin Luther King Jr.	RFK	2024-07-08	
2	1600	0	20th CENTURY AMERICA		In 1986, some 5 million people made a human chain from coast to coast in this campaign to fight hunger & homelessness	Hands Across America	2024-07-08	
2	2000	0	20th CENTURY AMERICA		Established in 1946 to control the development & use of nuclear power, this commission was superseded by a new agency in 1974	the AEC (Atomic Energy Commission)	2024-07-08	
2	400	0	CAPES		It was briefly named after President Kennedy before reverting to its Spanish name for "place of canes\"	Cape Canaveral	2024-07-08	
2	800	0	CAPES		In Chile a monument dedicated to those who perished while rounding Cape Horn depicts this seafaring bird in flight	an albatross	2024-07-08	
2	1200	600	CAPES		In 1602 Bartholomew Gosnold didn't just find the obvious fish at this cape, but also herring & mackerel	Cape Cod	2024-07-08	
2	1600	0	CAPES		In 1937 this North Carolina cape was the first place to receive the designation National Seashore	Cape Hatteras	2024-07-08	
2	2000	0	CAPES		Cape Maclear is on the shores of this lake in southern Africa that also begins with "M\"	Lake Malawi	2024-07-08	
2	400	0	3 OF A KIND		Merriam-Webster, New Oxford American, Scholastic Children's	dictionaries	2024-07-08	
2	800	0	3 OF A KIND		Henry Kissinger, Yasser Arafat, Médecins Sans Frontières	Nobel Peace Prize winners	2024-07-08	
2	1200	0	3 OF A KIND		Harpy, martial, golden	eagles	2024-07-08	
2	1600	0	3 OF A KIND		Asher, Judah, Gad	tribes of Israel	2024-07-08	
2	2000	0	3 OF A KIND		Roland, Oliver, Fierabras	paladins (knights of Charlemagne)	2024-07-08	
2	400	0	BOOKS		9-year-old Oskar's dad died in the World Trade Center on September 11 in the novel "Extremely Loud and" this	Incredibly Close	2024-07-08	
2	800	0	BOOKS		John le Carré put the "spy" in spy novel titles with this 1974 book, the first in the George Smiley-Karla trilogy	Tinker Tailor Soldier Spy	2024-07-08	
2	1200	5000	BOOKS		When Kotaro Isaka's high-speed thriller "Maria Beetle" was translated into English, it got this title	Bullet Train	2024-07-08	
2	1600	0	BOOKS		The first name of Stephen King's P.I. Gibney, it's the title of a 2023 bestseller where she takes center stage	Holly	2024-07-08	
2	2000	0	BOOKS		In this Günter Grass novel, Oskar Matzerath receives the title instrument at the age of 3 & doesn't grow up	The Tin Drum	2024-07-08	
2	400	0	VOCABULARY		This word for a soccer fan you might want to avoid originated in the 1890s & someone named Hooley may have been involved	hooligan	2024-07-08	
2	800	0	VOCABULARY		An irregular past tense verb, or a minor quarrel, a squabble, a tiff	spat	2024-07-08	
2	1200	0	VOCABULARY		Without its -ine, this word still means a percussion instrument	tambourine	2024-07-08	
2	1600	0	VOCABULARY		In Latin it could mean many kinds of wishes; in English today, it's the sexual instinct	libido	2024-07-08	
2	2000	0	VOCABULARY		A restaurant chef calls a personal arrangement of ingredients & tools mise, short for this French phrase	mise en place	2024-07-08	
2	400	0	FLY ME TO THE MOON	(Scarlett: I'm Scarlett Johansson; my new movie is Fly Me to the Moon and as you'll see in this category, it's not the first one about that particular trip.)	(Scarlett Johansson presents the clue.) In "Airplane II", Moon base commander Buck Murdock was played by this actor; at one point, he sees the Starship Enterprise on a periscope	Shatner	2024-07-08	
2	800	0	FLY ME TO THE MOON	(Scarlett: I'm Scarlett Johansson; my new movie is Fly Me to the Moon and as you'll see in this category, it's not the first one about that particular trip.)	(Scarlett Johansson presents the clue.) In "A Grand Day Out", this man-&-dog stop-motion duo get a hankering for some cheese, so they decide to build a rocket & head to the Moon for a tasting	Wallace & Gromit	2024-07-08	
2	1200	0	FLY ME TO THE MOON	(Scarlett: I'm Scarlett Johansson; my new movie is Fly Me to the Moon and as you'll see in this category, it's not the first one about that particular trip.)	(Scarlett Johansson presents the clue.) Ron Howard chose Ed Harris as NASA flight director Gene Kranz in "Apollo 13"; Ed had previously gone into orbit as John Glenn in this 1983 film	The Right Stuff	2024-07-08	
2	1600	0	FLY ME TO THE MOON	(Scarlett: I'm Scarlett Johansson; my new movie is Fly Me to the Moon and as you'll see in this category, it's not the first one about that particular trip.)	(Scarlett Johansson presents the clue.) "A Trip to the Moon", the 1902 classic from Georges Méliès, in which a rocket hits the Moon in the eye was loosely based on books by Jules Verne & this British author	Wells	2024-07-08	
2	2000	0	FLY ME TO THE MOON	(Scarlett: I'm Scarlett Johansson; my new movie is Fly Me to the Moon and as you'll see in this category, it's not the first one about that particular trip.)	(Scarlett Johansson presents the clue.) This title noble in a 1989 Terry Gilliam film takes a balloon to the Moon & meets the King of the Moon, played with a touch of "luna-cy" by Robin Williams	Baron Munchausen	2024-07-08	
3	0	0	OPERA		The melody of a traditional piece for the koto called "Echigo-Jishi" is used in Act 1 of this opera	Madama Butterfly (Madame Butterfly)	2024-07-08	
1	200	0	CRIME HISTORY		At the start of his crimes, this notorious serial killer was known as the Whitechapel Murderer	Jack the Ripper	2024-07-09	
1	400	0	CRIME HISTORY		In 2009 Jon Stewart nicknamed this financial fraud man "Arthur Ponzarelli\"	Madoff	2024-07-09	
1	600	0	CRIME HISTORY		In 1950, over $2.5 million was stolen in a Boston robbery from this security firm, making it the largest such theft up to that time	Brink's	2024-07-09	
1	800	0	CRIME HISTORY		Soon after her 1974 kidnapping by the Symbionese Liberation Army, she helped rob a bank	(Patty) Hearst	2024-07-09	
1	1000	0	CRIME HISTORY		In 1922, the last man in Britain to be jailed for this was John William Gott, for comparing Jesus entering Jerusalem to a circus clown	blasphemy	2024-07-09	
1	200	0	A NOVEL INTRODUCTION	(Ken: You name the book.)	\"You don't know about me, without you have read a book by the name of 'The Adventures of Tom Sawyer,' but that ain't no matter\"	Huckleberry Finn	2024-07-09	
1	400	0	A NOVEL INTRODUCTION	(Ken: You name the book.)	Going full Hunter S. Thompson: "We were somewhere around Barstow on the edge of the desert when the drugs began to take hold\"	Fear and Loathing in Las Vegas	2024-07-09	
1	600	0	A NOVEL INTRODUCTION	(Ken: You name the book.)	Ralph Ellison puts this title right out there with "I am an...\"	Invisible Man	2024-07-09	
1	800	1000	A NOVEL INTRODUCTION	(Ken: You name the book.)	This novel opens on a rather bleak note with "Mother died today. Or maybe it was yesterday, I don't know\"	The Stranger	2024-07-09	
1	1000	0	A NOVEL INTRODUCTION	(Ken: You name the book.)	Sylvia Plath: "It was a queer, sultry summer, the summer they electrocuted the Rosenbergs, & I didn't know what I was doing in" N.Y.	The Bell Jar	2024-07-09	
1	200	0	STOCK TICKER TALK		SBUX: It makes a lot of money but may occasionally find it challenging to spell your name correctly	Starbucks	2024-07-09	
1	400	0	STOCK TICKER TALK		This provider of Charlie Banana baby diapers is rated PG	Procter & Gamble	2024-07-09	
1	600	0	STOCK TICKER TALK		In May 2024 its BRK-A was going for $620,109 per share	Berkshire Hathaway	2024-07-09	
1	800	0	STOCK TICKER TALK		Let's dial up this brand, VOD	Vodafone	2024-07-09	
1	1000	0	STOCK TICKER TALK		AZN is this pharm team	AstraZeneca	2024-07-09	
1	200	0	TSA YEA OR NAY		Nay! Under no circumstances may you bring sticks of this Nobel explosive on a plane	dynamite	2024-07-09	
1	400	0	TSA YEA OR NAY		Yea! You can carry on your ball for this sport, but the pins have to go in your checked bag	bowling	2024-07-09	
1	600	0	TSA YEA OR NAY		Carry Nation carried these short-handled axes, but you can't, at least not in your carry-on	a hatchet	2024-07-09	
1	800	0	TSA YEA OR NAY		Nay to this inflatable safety device, so you might as well leave yours in your car	an air bag	2024-07-09	
1	1000	0	TSA YEA OR NAY		Warning! While you may check firearms & ammo, certain places, like these islands, TCI for short, prohibit them from coming in	Turks and Caicos	2024-07-09	
1	200	0	BIG BANDS		Large groups like The Soul Rebels & Rebirth are this type of band, named for an instrument family	a brass band	2024-07-09	
1	400	0	BIG BANDS		In 2009 Bruce Springsteen told Rolling Stone that his "deepest friendships" are with the members of this band	the E Street Band	2024-07-09	
1	600	0	BIG BANDS		The membership of this band has shifted over the years, but currently includes Black Thought, Questlove & Tuba Gooding Jr.	The Roots	2024-07-09	
1	800	0	BIG BANDS		This ska band from Boston with a "Mighty" number of members had a hit with "The Impression That I Get\"	The Mighty Mighty Bosstones	2024-07-09	
1	1000	0	BIG BANDS		The "Mothership Connection" between Parliament-Funkadelic & the P-Funk All Stars is this man, Doctor Funkenstein himself	George Clinton	2024-07-09	
1	200	0	MOMENT OF "ZEN\"		Toss off the cough with one of these medicinal tablets	a lozenge	2024-07-09	
1	400	0	MOMENT OF "ZEN\"		Shameless, or made of an alloy of copper & zinc	brazen	2024-07-09	
1	600	0	MOMENT OF "ZEN\"		This app calls itself "a personal safety network\"	Citizen	2024-07-09	
1	800	0	MOMENT OF "ZEN\"		Widmer Brothers offers one of these beers that's made with wheat	a Hefeweizen	2024-07-09	
1	1000	0	MOMENT OF "ZEN\"		Ronald Colman was a "Prisoner of" this 1937 film title locale	Zenda	2024-07-09	
2	400	0	ANCIENT CONTEMPORARIES		Legend says when this mighty ruler offered to grant any request, Diogenes' reply was basically, move, you're blocking my light	Alexander the Great	2024-07-09	
2	800	0	ANCIENT CONTEMPORARIES		This governor of Judea is said to have killed himself at the order of his new emperor, Caligula	Pilate	2024-07-09	
2	1200	4000	ANCIENT CONTEMPORARIES		Galen was learning medicine in Greece about the time this Egyptian astronomer was writing his "Almagest\"	Ptolemy	2024-07-09	
2	1600	0	ANCIENT CONTEMPORARIES		The historian Herodotus is thought to have met this "Antigone" author in Athens	Sophocles	2024-07-09	
2	2000	0	ANCIENT CONTEMPORARIES		Rabbinical Judaism scholar Akiva Ben Yosef was born just a few years after this Jewish historian but outlived him by 35	Josephus	2024-07-09	
2	400	0	WORLD CAPITAL ATTRACTIONS		The Casa Rosada presidential palace overlooks the Plaza de Mayo in this Argentine city	Buenos Aires	2024-07-09	
2	800	0	WORLD CAPITAL ATTRACTIONS		On the site from which its nation's monarchs have ruled for years, Christiansborg Palace is in this European capital	Copenhagen	2024-07-09	
2	1200	0	WORLD CAPITAL ATTRACTIONS		The mainly Chinese tourists in this East Asian capital can see the People's Palace of Culture & the Revolutionary Martyrs' Cemetery	Pyongyang, North Korea	2024-07-09	
2	1600	0	WORLD CAPITAL ATTRACTIONS		Behind the tomb of Mohammed V is the Hassan Tower, the minaret of a grand & never-finished mosque in this North African capital	Rabat	2024-07-09	
2	2000	0	WORLD CAPITAL ATTRACTIONS		After a trip to this city's Kocatepe Mosque, which can hold 24,000 people, maybe stop at the Byzantine Citadel	Ankara	2024-07-09	
2	400	0	THE HUMAN BODY		The renal pyramids are sections of tissue found in these organs	the kidneys	2024-07-09	
2	800	0	THE HUMAN BODY		Below the diaphragm is this organ that filters out worn red blood cells & is the largest single mass of lymphatic tissue in the body	the spleen	2024-07-09	
2	1200	0	THE HUMAN BODY		Running side by side in the neck are the internal jugular vein & this artery	the carotid artery	2024-07-09	
2	1600	0	THE HUMAN BODY		This fatty sheath that surrounds the axons of some nerves enables the rapid transmission of impulses	the myelin sheath	2024-07-09	
2	2000	0	THE HUMAN BODY		From the Latin word for "wool", it's a layer of fine hair that covers a fetus & some newborns	lanugo	2024-07-09	
2	400	0	A SHAPELY CATEGORY		This room installed under President Taft was inspired by a similar one in George Washington's house in Philadelphia	the Oval Office	2024-07-09	
2	800	0	A SHAPELY CATEGORY		Now part of Nestlé, this pet food brand is headquartered at Checkerboard Square in St. Louis, on a campus with 3 dog parks	Purina	2024-07-09	
2	1200	0	A SHAPELY CATEGORY		Karpman's drama triangle describes a dysfunctional trio of roles: mean persecutor, noble rescuer & helpless this one	victim	2024-07-09	
2	1600	0	A SHAPELY CATEGORY		The story goes that Southwest Airlines began when Roland King grabbed a napkin & drew a triangle of Dallas, Houston & this city	San Antonio	2024-07-09	
2	2000	0	A SHAPELY CATEGORY		The numbers in any direction total the same number in the arrangement called this	a magic square (a magic triangle)	2024-07-09	
2	400	0	SOUNDS LIKE THE MOVIE'S SEQUEL	(Ken: But it isn't.)	The film of "A Raisin in the Sun" sounds like it could be the sequel to this 1940 film starring Henry Fonda	The Grapes of Wrath	2024-07-09	
2	800	0	SOUNDS LIKE THE MOVIE'S SEQUEL	(Ken: But it isn't.)	Though the titles imply causality, "Knives Out" didn't cause this 2007 film about turn-of-the-century oil prospecting	There Will Be Blood	2024-07-09	
2	1200	0	SOUNDS LIKE THE MOVIE'S SEQUEL	(Ken: But it isn't.)	Sounds plausible, but this 1958 Hitchcock film set in San Francisco is not the sequel to "Wuthering Heights\"	Vertigo	2024-07-09	
2	1600	2000	SOUNDS LIKE THE MOVIE'S SEQUEL	(Ken: But it isn't.)	The animated "Bee Movie" didn't precede this 1973 movie that conned its way into winning 7 Oscars	The Sting	2024-07-09	
2	2000	0	SOUNDS LIKE THE MOVIE'S SEQUEL	(Ken: But it isn't.)	A 1985 dystopian film with a country as its title was not a prequel to this 1978 film with Gregory Peck as Josef Mengele	The Boys from Brazil	2024-07-09	
2	400	0	11-LETTER WORDS		In 1963 it was said that this phenomenon "sets girls screaming" & "impels boys to cultivate mushroom-style hair\"	Beatlemania	2024-07-09	
2	800	0	11-LETTER WORDS		From the Latin for "strengthened", it means to back up another person's account of events	corroborate	2024-07-09	
2	1200	0	11-LETTER WORDS		Carl's Jr. burgers have been this, cooked on a rack at high heat & maybe even burned a little	charbroiled (chargrilled)	2024-07-09	
2	1600	0	11-LETTER WORDS		An idealized life story, particularly one of a saint	hagiography	2024-07-09	
2	2000	0	11-LETTER WORDS		This word for a spineless person comes from the last name of Caspar in the comic "The Timid Soul\"	milquetoast	2024-07-09	
3	0	0	LITERATURE		In one story he is enslaved by the Old Man of the Sea & uses apes to pick fruit so he can afford his fare back to Baghdad	Sinbad (the Sailor)	2024-07-09	
1	200	0	ROUGH TIMES IN THE CITY		In 1871 Patrick & Catherine O'Leary owned a cow in this city; a bovine pyromaniac? History is unsure, but the fire was devastating	Chicago	2024-07-10	
1	400	0	ROUGH TIMES IN THE CITY		In 1812 a 7.7 earthquake pretty much destroyed this Venezuelan capital	Caracas	2024-07-10	
1	600	0	ROUGH TIMES IN THE CITY		Of death & presidents: Grover Cleveland was "The Hangman of" it & William McKinley was assassinated there	Buffalo	2024-07-10	
1	800	0	ROUGH TIMES IN THE CITY		The Beer Hall Putsch in this city was a 1923 coup attempt that led to Hitler's all-too-brief imprisonment	Munich	2024-07-10	
1	1000	1400	ROUGH TIMES IN THE CITY		On Dec. 14, 1825 the Decembrist revolt in this port city sought to end serfdom; harshly, forcefully, serfdom did not end	St. Petersburg	2024-07-10	
1	200	0	NATIVE AMERICA		For Native Americans who lived near water, transportation was often this type of canoe made from a hollowed-out log	a dugout canoe	2024-07-10	
1	400	0	NATIVE AMERICA		The Mandan of North Dakota were known for building this type of dwelling, named not for the planet, but for what it was covered in	an earth dwelling (an earth lodge, earth house)	2024-07-10	
1	600	0	NATIVE AMERICA		Tragically, thousands of Cherokee perished during this forced removal & migration during the 1830s	the Trail of Tears	2024-07-10	
1	800	0	NATIVE AMERICA		Of New Mexico's 19 Pueblo tribes, it's one of the largest & the last alphabetically	the Zuni	2024-07-10	
1	1000	0	NATIVE AMERICA		Haudenosaunee, meaning "people of the long house", is the preferred name for this confederacy that included the Cayuga & Oneida	the Iroquois Confederacy (Iroquois League)	2024-07-10	
1	200	0	POTPOURRI		The 1792 Apportionment Act gave each state one of these for every 33,000 people; New Hampshire got 4, Virginia 19	a congressional representative	2024-07-10	
1	400	0	POTPOURRI		This hardware store "is the place" that has more than 5,000 worldwide locations	Ace	2024-07-10	
1	600	0	POTPOURRI		This techno-thriller author's works served as the inspiration for video games like "Splinter Cell" & "Rainbow Six\"	Clancy	2024-07-10	
1	800	0	POTPOURRI		Some of the world's best snorkeling can be found at spots like Sharm El-Sheikh on this colorful sea	the Red Sea	2024-07-10	
1	1000	0	POTPOURRI		A 2016 study found that birds' brains are denser in these nerve cells than the brains of primates are	neurons	2024-07-10	
1	200	0	BREAD		If you're eating a falafel sandwich, it's most likely in this pocket bread	pita	2024-07-10	
1	400	0	BREAD		A starter containing lactic acid bacteria is used to induce fermentation when making this tangy bread	sourdough	2024-07-10	
1	600	0	BREAD		This dark brown bread with a German name is made wholly with unsifted rye flour & has been enjoyed in Central Europe for centuries	pumpernickel	2024-07-10	
1	800	0	BREAD		A cylindrical oven called a tandoor is traditionally used to make this kind of flat leavened bread	naan	2024-07-10	
1	1000	0	BREAD		The name of this grilled bread antipasto topped with chopped tomatoes & herbs comes from Italian for "to toast\"	bruschetta	2024-07-10	
1	200	0	TV REBOOTS		In 2019 Jordan Peele took on the Rod Serling narration duties when he rebooted this anthology series	The Twilight Zone	2024-07-10	
1	400	0	TV REBOOTS		A new fab 5 helps people reboot their wardrobe, style & diet on this Netflix series	Queer Eye	2024-07-10	
